 
"All right, good. Like I'm I'm good. I'm
"But but Frankie, like that doesn't
"Look, just sit on it a little bit and
01:22:28,719 --> 01:22:31,110
01:22:31,110 --> 01:22:31,120
01:22:31,120 --> 01:22:33,110
01:22:33,110 --> 01:22:33,120
01:22:33,120 --> 01:22:36,310
01:22:36,310 --> 01:22:36,320
01:22:36,320 --> 01:22:38,550
01:22:38,550 --> 01:22:38,560
01:22:38,560 --> 01:22:41,110
01:22:41,110 --> 01:22:41,120
01:22:41,120 --> 01:22:43,830
01:22:43,830 --> 01:22:43,840
01:22:43,840 --> 01:22:45,590
01:22:45,590 --> 01:22:45,600
01:22:45,600 --> 01:22:47,510
01:22:47,510 --> 01:22:47,520
01:22:47,520 --> 01:22:49,030
01:22:49,030 --> 01:22:49,040
01:22:49,040 --> 01:22:50,550
01:22:50,550 --> 01:22:50,560
01:22:50,560 --> 01:22:53,030
01:22:53,030 --> 01:22:53,040
01:22:53,040 --> 01:22:55,110
01:22:55,110 --> 01:22:55,120
01:22:55,120 --> 01:22:57,669
01:22:57,669 --> 01:22:57,679
01:22:57,679 --> 01:23:00,550
01:23:00,550 --> 01:23:00,560
01:23:00,560 --> 01:23:03,430
01:23:03,430 --> 01:23:03,440
01:23:03,440 --> 01:23:04,870
01:23:04,870 --> 01:23:04,880
01:23:04,880 --> 01:23:06,870
01:23:06,870 --> 01:23:06,880
01:23:06,880 --> 01:23:08,550
01:23:08,550 --> 01:23:08,560
01:23:08,560 --> 01:23:09,750
01:23:09,750 --> 01:23:09,760
01:23:09,760 --> 01:23:12,470
01:23:12,470 --> 01:23:12,480
01:23:12,480 --> 01:23:13,510
01:23:13,510 --> 01:23:13,520
01:23:13,520 --> 01:23:15,189
01:23:15,189 --> 01:23:15,199
01:23:15,199 --> 01:23:16,950
01:23:16,950 --> 01:23:16,960
01:23:16,960 --> 01:23:18,950
01:23:18,950 --> 01:23:18,960
01:23:18,960 --> 01:23:20,790
01:23:20,790 --> 01:23:20,800
01:23:20,800 --> 01:23:22,229
01:23:22,229 --> 01:23:22,239
01:23:22,239 --> 01:23:24,390
01:23:24,390 --> 01:23:24,400
01:23:24,400 --> 01:23:27,350
01:23:27,350 --> 01:23:27,360
01:23:27,360 --> 01:23:29,430
01:23:29,430 --> 01:23:29,440
01:23:29,440 --> 01:23:31,350
01:23:31,350 --> 01:23:31,360
01:23:31,360 --> 01:23:33,110
01:23:33,110 --> 01:23:33,120
01:23:33,120 --> 01:23:35,510
01:23:35,510 --> 01:23:35,520
01:23:35,520 --> 01:23:37,910
01:23:37,910 --> 01:23:37,920
01:23:37,920 --> 01:23:40,790
01:23:40,790 --> 01:23:40,800
01:23:40,800 --> 01:23:41,990
01:23:41,990 --> 01:23:42,000
01:23:42,000 --> 01:23:44,070
01:23:44,070 --> 01:23:44,080
01:23:44,080 --> 01:23:45,350
01:23:45,350 --> 01:23:45,360
01:23:45,360 --> 01:23:47,189
01:23:47,189 --> 01:23:47,199
01:23:47,199 --> 01:23:48,870
01:23:48,870 --> 01:23:48,880
01:23:48,880 --> 01:23:50,390
01:23:50,390 --> 01:23:50,400
01:23:50,400 --> 01:23:51,830
01:23:51,830 --> 01:23:51,840
01:23:51,840 --> 01:23:53,350
01:23:53,350 --> 01:23:53,360
01:23:53,360 --> 01:23:54,390
01:23:54,390 --> 01:23:54,400
01:23:54,400 --> 01:23:56,070
01:23:56,070 --> 01:23:56,080
01:23:56,080 --> 01:23:58,629
01:23:58,629 --> 01:23:58,639
01:23:58,639 --> 01:24:00,629
01:24:00,629 --> 01:24:00,639
01:24:00,639 --> 01:24:02,870
01:24:02,870 --> 01:24:02,880
01:24:02,880 --> 01:24:05,510
01:24:05,510 --> 01:24:05,520
01:24:05,520 --> 01:24:07,110
01:24:07,110 --> 01:24:07,120
01:24:07,120 --> 01:24:09,430
01:24:09,430 --> 01:24:09,440
01:24:09,440 --> 01:24:10,629
01:24:10,629 --> 01:24:10,639
01:24:10,639 --> 01:24:11,910
01:24:11,910 --> 01:24:11,920
01:24:11,920 --> 01:24:13,750
01:24:13,750 --> 01:24:13,760
01:24:13,760 --> 01:24:15,030
01:24:15,030 --> 01:24:15,040
01:24:15,040 --> 01:24:17,270
01:24:17,270 --> 01:24:17,280
01:24:17,280 --> 01:24:18,709
01:24:18,709 --> 01:24:18,719
01:24:18,719 --> 01:24:20,390
01:24:20,390 --> 01:24:20,400
01:24:20,400 --> 01:24:23,110
01:24:23,110 --> 01:24:23,120
01:24:23,120 --> 01:24:24,550
01:24:24,550 --> 01:24:24,560
01:24:24,560 --> 01:24:25,629
01:24:25,629 --> 01:24:25,639
01:24:25,639 --> 01:24:27,750
01:24:27,750 --> 01:24:27,760
01:24:27,760 --> 01:24:29,110
01:24:29,110 --> 01:24:29,120
01:24:29,120 --> 01:24:31,430
01:24:31,430 --> 01:24:31,440
01:24:31,440 --> 01:24:33,830
01:24:33,830 --> 01:24:33,840
01:24:33,840 --> 01:24:35,430
01:24:35,430 --> 01:24:35,440
01:24:35,440 --> 01:24:38,189
01:24:38,189 --> 01:24:38,199
01:24:38,199 --> 01:24:40,629
01:24:40,629 --> 01:24:40,639
01:24:40,639 --> 01:24:43,270
01:24:43,270 --> 01:24:43,280
01:24:43,280 --> 01:24:45,430
01:24:45,430 --> 01:24:45,440
01:24:45,440 --> 01:24:46,950
01:24:46,950 --> 01:24:46,960
01:24:46,960 --> 01:24:48,310
01:24:48,310 --> 01:24:48,320
01:24:48,320 --> 01:24:49,590
01:24:49,590 --> 01:24:49,600
01:24:49,600 --> 01:24:51,030
01:24:51,030 --> 01:24:51,040
01:24:51,040 --> 01:24:53,030
01:24:53,030 --> 01:24:53,040
01:24:53,040 --> 01:24:54,390
01:24:54,390 --> 01:24:54,400
01:24:54,400 --> 01:24:56,870
01:24:56,870 --> 01:24:56,880
01:24:56,880 --> 01:24:59,030
01:24:59,030 --> 01:24:59,040
01:24:59,040 --> 01:25:00,790
01:25:00,790 --> 01:25:00,800
01:25:00,800 --> 01:25:03,030
01:25:03,030 --> 01:25:03,040
01:25:03,040 --> 01:25:04,870
01:25:04,870 --> 01:25:04,880
01:25:04,880 --> 01:25:07,110
01:25:07,110 --> 01:25:07,120
01:25:07,120 --> 01:25:09,590
01:25:09,590 --> 01:25:09,600
01:25:09,600 --> 01:25:11,270
01:25:11,270 --> 01:25:11,280
01:25:11,280 --> 01:25:13,750
01:25:13,750 --> 01:25:13,760
01:25:13,760 --> 01:25:16,790
01:25:16,790 --> 01:25:16,800
01:25:16,800 --> 01:25:18,390
01:25:18,390 --> 01:25:18,400
01:25:18,400 --> 01:25:21,030
01:25:21,030 --> 01:25:21,040
01:25:21,040 --> 01:25:22,629
01:25:22,629 --> 01:25:22,639
01:25:22,639 --> 01:25:25,270
01:25:25,270 --> 01:25:25,280
01:25:25,280 --> 01:25:27,350
01:25:27,350 --> 01:25:27,360
01:25:27,360 --> 01:25:29,750
01:25:29,750 --> 01:25:29,760
01:25:29,760 --> 01:25:31,270
01:25:31,270 --> 01:25:31,280
01:25:31,280 --> 01:25:33,430
01:25:33,430 --> 01:25:33,440
01:25:33,440 --> 01:25:36,790
01:25:36,790 --> 01:25:36,800
01:25:36,800 --> 01:25:38,390
01:25:38,390 --> 01:25:38,400
01:25:38,400 --> 01:25:39,750
01:25:39,750 --> 01:25:39,760
01:25:39,760 --> 01:25:41,510
01:25:41,510 --> 01:25:41,520
01:25:41,520 --> 01:25:43,750
01:25:43,750 --> 01:25:43,760
01:25:43,760 --> 01:25:45,430
01:25:45,430 --> 01:25:45,440
01:25:45,440 --> 01:25:47,590
01:25:47,590 --> 01:25:47,600
01:25:47,600 --> 01:25:49,590
01:25:49,590 --> 01:25:49,600
01:25:49,600 --> 01:25:51,669
01:25:51,669 --> 01:25:51,679
01:25:51,679 --> 01:25:53,990
01:25:53,990 --> 01:25:54,000
01:25:54,000 --> 01:25:56,070
01:25:56,070 --> 01:25:56,080
01:25:56,080 --> 01:25:57,510
01:25:57,510 --> 01:25:57,520
01:25:57,520 --> 01:25:59,030
01:25:59,030 --> 01:25:59,040
01:25:59,040 --> 01:26:00,709
01:26:00,709 --> 01:26:00,719
01:26:00,719 --> 01:26:02,229
01:26:02,229 --> 01:26:02,239
01:26:02,239 --> 01:26:03,750
01:26:03,750 --> 01:26:03,760
01:26:03,760 --> 01:26:05,590
01:26:05,590 --> 01:26:05,600
01:26:05,600 --> 01:26:07,510
01:26:07,510 --> 01:26:07,520
01:26:07,520 --> 01:26:09,189
01:26:09,189 --> 01:26:09,199
01:26:09,199 --> 01:26:10,870
01:26:10,870 --> 01:26:10,880
01:26:10,880 --> 01:26:13,270
01:26:13,270 --> 01:26:13,280
01:26:13,280 --> 01:26:17,270
01:26:17,270 --> 01:26:17,280
01:26:17,280 --> 01:26:18,870
01:26:18,870 --> 01:26:18,880
01:26:18,880 --> 01:26:20,390
01:26:20,390 --> 01:26:20,400
01:26:20,400 --> 01:26:22,550
01:26:22,550 --> 01:26:22,560
01:26:22,560 --> 01:26:24,709
01:26:24,709 --> 01:26:24,719
01:26:24,719 --> 01:26:26,149
01:26:26,149 --> 01:26:26,159
01:26:26,159 --> 01:26:27,669
01:26:27,669 --> 01:26:27,679
01:26:27,679 --> 01:26:29,430
01:26:29,430 --> 01:26:29,440
01:26:29,440 --> 01:26:30,709
01:26:30,709 --> 01:26:30,719
01:26:30,719 --> 01:26:31,750
01:26:31,750 --> 01:26:31,760
01:26:31,760 --> 01:26:33,750
01:26:33,750 --> 01:26:33,760
01:26:33,760 --> 01:26:37,030
01:26:37,030 --> 01:26:37,040
01:26:37,040 --> 01:26:39,510
01:26:39,510 --> 01:26:39,520
01:26:39,520 --> 01:26:41,430
01:26:41,430 --> 01:26:41,440
01:26:41,440 --> 01:26:43,590
01:26:43,590 --> 01:26:43,600
01:26:43,600 --> 01:26:44,550
01:26:44,550 --> 01:26:44,560
01:26:44,560 --> 01:26:45,910
01:26:45,910 --> 01:26:45,920
01:26:45,920 --> 01:26:47,830
01:26:47,830 --> 01:26:47,840
01:26:47,840 --> 01:26:49,669
01:26:49,669 --> 01:26:49,679
01:26:49,679 --> 01:26:52,310
01:26:52,310 --> 01:26:52,320
01:26:52,320 --> 01:26:54,390
01:26:54,390 --> 01:26:54,400
01:26:54,400 --> 01:26:56,310
01:26:56,310 --> 01:26:56,320
01:26:56,320 --> 01:26:57,430
01:26:57,430 --> 01:26:57,440
01:26:57,440 --> 01:26:59,189
01:26:59,189 --> 01:26:59,199
01:26:59,199 --> 01:27:01,990
01:27:01,990 --> 01:27:02,000
01:27:02,000 --> 01:27:04,070
01:27:04,070 --> 01:27:04,080
01:27:04,080 --> 01:27:05,830
01:27:05,830 --> 01:27:05,840
01:27:05,840 --> 01:27:08,070
01:27:08,070 --> 01:27:08,080
01:27:08,080 --> 01:27:09,830
01:27:09,830 --> 01:27:09,840
01:27:09,840 --> 01:27:11,510
01:27:11,510 --> 01:27:11,520
01:27:11,520 --> 01:27:13,590
01:27:13,590 --> 01:27:13,600
01:27:13,600 --> 01:27:15,590
01:27:15,590 --> 01:27:15,600
01:27:15,600 --> 01:27:17,110
01:27:17,110 --> 01:27:17,120
01:27:17,120 --> 01:27:18,470
01:27:18,470 --> 01:27:18,480
01:27:18,480 --> 01:27:19,990
01:27:19,990 --> 01:27:20,000
01:27:20,000 --> 01:27:22,070
01:27:22,070 --> 01:27:22,080
01:27:22,080 --> 01:27:24,070
01:27:24,070 --> 01:27:24,080
01:27:24,080 --> 01:27:26,310
01:27:26,310 --> 01:27:26,320
01:27:26,320 --> 01:27:27,590
01:27:27,590 --> 01:27:27,600
01:27:27,600 --> 01:27:29,030
01:27:29,030 --> 01:27:29,040
01:27:29,040 --> 01:27:30,790
01:27:30,790 --> 01:27:30,800
01:27:30,800 --> 01:27:32,950
01:27:32,950 --> 01:27:32,960
01:27:32,960 --> 01:27:34,149
01:27:34,149 --> 01:27:34,159
01:27:34,159 --> 01:27:35,910
01:27:35,910 --> 01:27:35,920
01:27:35,920 --> 01:27:37,590
01:27:37,590 --> 01:27:37,600
01:27:37,600 --> 01:27:38,790
01:27:38,790 --> 01:27:38,800
01:27:38,800 --> 01:27:40,229
01:27:40,229 --> 01:27:40,239
01:27:40,239 --> 01:27:41,510
01:27:41,510 --> 01:27:41,520
01:27:41,520 --> 01:27:43,350
01:27:43,350 --> 01:27:43,360
01:27:43,360 --> 01:27:45,110
01:27:45,110 --> 01:27:45,120
01:27:45,120 --> 01:27:46,950
01:27:46,950 --> 01:27:46,960
01:27:46,960 --> 01:27:49,510
01:27:49,510 --> 01:27:49,520
01:27:49,520 --> 01:27:51,189
01:27:51,189 --> 01:27:51,199
01:27:51,199 --> 01:27:53,350
01:27:53,350 --> 01:27:53,360
01:27:53,360 --> 01:27:56,229
01:27:56,229 --> 01:27:56,239
01:27:56,239 --> 01:27:57,350
01:27:57,350 --> 01:27:57,360
01:27:57,360 --> 01:27:58,310
01:27:58,310 --> 01:27:58,320
01:27:58,320 --> 01:27:59,669
01:27:59,669 --> 01:27:59,679
01:27:59,679 --> 01:28:01,590
01:28:01,590 --> 01:28:01,600
01:28:01,600 --> 01:28:04,070
01:28:04,070 --> 01:28:04,080
01:28:04,080 --> 01:28:06,310
01:28:06,310 --> 01:28:06,320
01:28:06,320 --> 01:28:07,910
01:28:07,910 --> 01:28:07,920
01:28:07,920 --> 01:28:10,229
01:28:10,229 --> 01:28:10,239
01:28:10,239 --> 01:28:11,990
01:28:11,990 --> 01:28:12,000
01:28:12,000 --> 01:28:13,430
01:28:13,430 --> 01:28:13,440
01:28:13,440 --> 01:28:14,470
01:28:14,470 --> 01:28:14,480
01:28:14,480 --> 01:28:16,550
01:28:16,550 --> 01:28:16,560
01:28:16,560 --> 01:28:19,750
01:28:19,750 --> 01:28:19,760
01:28:19,760 --> 01:28:22,950
01:28:22,950 --> 01:28:22,960
01:28:22,960 --> 01:28:25,350
01:28:25,350 --> 01:28:25,360
01:28:25,360 --> 01:28:26,550
01:28:26,550 --> 01:28:26,560
01:28:26,560 --> 01:28:27,750
01:28:27,750 --> 01:28:27,760
01:28:27,760 --> 01:28:30,390
01:28:30,390 --> 01:28:30,400
01:28:30,400 --> 01:28:31,510
01:28:31,510 --> 01:28:31,520
01:28:31,520 --> 01:28:33,270
01:28:33,270 --> 01:28:33,280
01:28:33,280 --> 01:28:35,110
01:28:35,110 --> 01:28:35,120
01:28:35,120 --> 01:28:37,110
01:28:37,110 --> 01:28:37,120
01:28:37,120 --> 01:28:38,470
01:28:38,470 --> 01:28:38,480
01:28:38,480 --> 01:28:40,390
01:28:40,390 --> 01:28:40,400
01:28:40,400 --> 01:28:43,270
01:28:43,270 --> 01:28:43,280
01:28:43,280 --> 01:28:45,830
01:28:45,830 --> 01:28:45,840
01:28:45,840 --> 01:28:47,350
01:28:47,350 --> 01:28:47,360
01:28:47,360 --> 01:28:48,709
01:28:48,709 --> 01:28:48,719
01:28:48,719 --> 01:28:50,950
01:28:50,950 --> 01:28:50,960
01:28:50,960 --> 01:28:53,030
01:28:53,030 --> 01:28:53,040
01:28:53,040 --> 01:28:54,470
01:28:54,470 --> 01:28:54,480
01:28:54,480 --> 01:28:56,229
01:28:56,229 --> 01:28:56,239
01:28:56,239 --> 01:28:57,590
01:28:57,590 --> 01:28:57,600
01:28:57,600 --> 01:28:59,350
01:28:59,350 --> 01:28:59,360
01:28:59,360 --> 01:29:01,590
01:29:01,590 --> 01:29:01,600
01:29:01,600 --> 01:29:03,189
01:29:03,189 --> 01:29:03,199
01:29:03,199 --> 01:29:04,870
01:29:04,870 --> 01:29:04,880
01:29:04,880 --> 01:29:06,790
01:29:06,790 --> 01:29:06,800
01:29:06,800 --> 01:29:08,070
01:29:08,070 --> 01:29:08,080
01:29:08,080 --> 01:29:10,870
01:29:10,870 --> 01:29:10,880
01:29:10,880 --> 01:29:12,470
01:29:12,470 --> 01:29:12,480
01:29:12,480 --> 01:29:14,550
01:29:14,550 --> 01:29:14,560
01:29:14,560 --> 01:29:15,990
01:29:15,990 --> 01:29:16,000
01:29:16,000 --> 01:29:17,910
01:29:17,910 --> 01:29:17,920
01:29:17,920 --> 01:29:19,430
01:29:19,430 --> 01:29:19,440
01:29:19,440 --> 01:29:21,030
01:29:21,030 --> 01:29:21,040
01:29:21,040 --> 01:29:22,790
01:29:22,790 --> 01:29:22,800
01:29:22,800 --> 01:29:25,030
01:29:25,030 --> 01:29:25,040
01:29:25,040 --> 01:29:26,390
01:29:26,390 --> 01:29:26,400
01:29:26,400 --> 01:29:28,629
01:29:28,629 --> 01:29:28,639
01:29:28,639 --> 01:29:30,390
01:29:30,390 --> 01:29:30,400
01:29:30,400 --> 01:29:31,990
01:29:31,990 --> 01:29:32,000
01:29:32,000 --> 01:29:33,510
01:29:33,510 --> 01:29:33,520
01:29:33,520 --> 01:29:35,270
01:29:35,270 --> 01:29:35,280
01:29:35,280 --> 01:29:36,950
01:29:36,950 --> 01:29:36,960
01:29:36,960 --> 01:29:38,629
01:29:38,629 --> 01:29:38,639
01:29:38,639 --> 01:29:40,149
01:29:40,149 --> 01:29:40,159
01:29:40,159 --> 01:29:41,430
01:29:41,430 --> 01:29:41,440
01:29:41,440 --> 01:29:42,870
01:29:42,870 --> 01:29:42,880
01:29:42,880 --> 01:29:45,430
01:29:45,430 --> 01:29:45,440
01:29:45,440 --> 01:29:47,669
01:29:47,669 --> 01:29:47,679
01:29:47,679 --> 01:29:49,669
01:29:49,669 --> 01:29:49,679
01:29:49,679 --> 01:29:51,030
01:29:51,030 --> 01:29:51,040
01:29:51,040 --> 01:29:52,550
01:29:52,550 --> 01:29:52,560
01:29:52,560 --> 01:29:54,070
01:29:54,070 --> 01:29:54,080
01:29:54,080 --> 01:29:55,510
01:29:55,510 --> 01:29:55,520
01:29:55,520 --> 01:29:57,270
01:29:57,270 --> 01:29:57,280
01:29:57,280 --> 01:29:59,030
01:29:59,030 --> 01:29:59,040
01:29:59,040 --> 01:30:00,950
01:30:00,950 --> 01:30:00,960
01:30:00,960 --> 01:30:03,910
01:30:03,910 --> 01:30:03,920
01:30:03,920 --> 01:30:05,110
01:30:05,110 --> 01:30:05,120
01:30:05,120 --> 01:30:13,750
01:30:13,750 --> 01:30:13,760
01:30:13,760 --> 01:30:16,030
01:30:16,030 --> 01:30:16,040
01:30:16,040 --> 01:30:19,910
01:30:19,910 --> 01:30:19,920
01:30:19,920 --> 01:30:23,750
01:30:23,750 --> 01:30:23,760
01:30:23,760 --> 01:30:25,830
01:30:25,830 --> 01:30:25,840
01:30:25,840 --> 01:30:27,669
01:30:27,669 --> 01:30:27,679
01:30:27,679 --> 01:30:29,590
01:30:29,590 --> 01:30:29,600
01:30:29,600 --> 01:30:31,510
01:30:31,510 --> 01:30:31,520
01:30:31,520 --> 01:30:34,070
01:30:34,070 --> 01:30:34,080
01:30:34,080 --> 01:30:35,990
01:30:35,990 --> 01:30:36,000
01:30:36,000 --> 01:30:37,110
01:30:37,110 --> 01:30:37,120
01:30:37,120 --> 01:30:38,229
01:30:38,229 --> 01:30:38,239
01:30:38,239 --> 01:30:39,910
01:30:39,910 --> 01:30:39,920
01:30:39,920 --> 01:30:42,229
01:30:42,229 --> 01:30:42,239
01:30:42,239 --> 01:30:44,229
01:30:44,229 --> 01:30:44,239
01:30:44,239 --> 01:30:45,830
01:30:45,830 --> 01:30:45,840
01:30:45,840 --> 01:30:49,430
01:30:49,430 --> 01:30:49,440
01:30:49,440 --> 01:30:50,709
01:30:50,709 --> 01:30:50,719
01:30:50,719 --> 01:30:53,350
01:30:53,350 --> 01:30:53,360
01:30:53,360 --> 01:30:54,709
01:30:54,709 --> 01:30:54,719
01:30:54,719 --> 01:30:56,950
01:30:56,950 --> 01:30:56,960
01:30:56,960 --> 01:30:59,030
01:30:59,030 --> 01:30:59,040
01:30:59,040 --> 01:31:00,790
01:31:00,790 --> 01:31:00,800
01:31:00,800 --> 01:31:03,669
01:31:03,669 --> 01:31:03,679
01:31:03,679 --> 01:31:05,510
01:31:05,510 --> 01:31:05,520
01:31:05,520 --> 01:31:07,590
01:31:07,590 --> 01:31:07,600
01:31:07,600 --> 01:31:10,790
01:31:10,790 --> 01:31:10,800
01:31:10,800 --> 01:31:12,790
01:31:12,790 --> 01:31:12,800
01:31:12,800 --> 01:31:15,030
01:31:15,030 --> 01:31:15,040
01:31:15,040 --> 01:31:17,110
01:31:17,110 --> 01:31:17,120
01:31:17,120 --> 01:31:18,709
01:31:18,709 --> 01:31:18,719
01:31:18,719 --> 01:31:21,189
01:31:21,189 --> 01:31:21,199
01:31:21,199 --> 01:31:23,510
01:31:23,510 --> 01:31:23,520
01:31:23,520 --> 01:31:25,750
01:31:25,750 --> 01:31:25,760
01:31:25,760 --> 01:31:28,550
01:31:28,550 --> 01:31:28,560
01:31:28,560 --> 01:31:31,510
01:31:31,510 --> 01:31:31,520
01:31:31,520 --> 01:31:33,030
01:31:33,030 --> 01:31:33,040
01:31:33,040 --> 01:31:34,390
01:31:34,390 --> 01:31:34,400
01:31:34,400 --> 01:31:35,510
01:31:35,510 --> 01:31:35,520
01:31:35,520 --> 01:31:37,350
01:31:37,350 --> 01:31:37,360
01:31:37,360 --> 01:31:38,550
01:31:38,550 --> 01:31:38,560
01:31:38,560 --> 01:31:40,070
01:31:40,070 --> 01:31:40,080
01:31:40,080 --> 01:31:42,470
01:31:42,470 --> 01:31:42,480
01:31:42,480 --> 01:31:43,669
01:31:43,669 --> 01:31:43,679
01:31:43,679 --> 01:31:44,790
01:31:44,790 --> 01:31:44,800
01:31:44,800 --> 01:31:46,310
01:31:46,310 --> 01:31:46,320
01:31:46,320 --> 01:31:48,229
01:31:48,229 --> 01:31:48,239
01:31:48,239 --> 01:31:51,350
01:31:51,350 --> 01:31:51,360
01:31:51,360 --> 01:31:52,870
01:31:52,870 --> 01:31:52,880
01:31:52,880 --> 01:31:54,390
01:31:54,390 --> 01:31:54,400
01:31:54,400 --> 01:31:55,830
01:31:55,830 --> 01:31:55,840
01:31:55,840 --> 01:31:56,950
01:31:56,950 --> 01:31:56,960
01:31:56,960 --> 01:31:58,709
01:31:58,709 --> 01:31:58,719
01:31:58,719 --> 01:32:01,110
01:32:01,110 --> 01:32:01,120
01:32:01,120 --> 01:32:02,310
01:32:02,310 --> 01:32:02,320
01:32:02,320 --> 01:32:03,590
01:32:03,590 --> 01:32:03,600
01:32:03,600 --> 01:32:04,870
01:32:04,870 --> 01:32:04,880
01:32:04,880 --> 01:32:07,430
01:32:07,430 --> 01:32:07,440
01:32:07,440 --> 01:32:08,790
01:32:08,790 --> 01:32:08,800
01:32:08,800 --> 01:32:09,990
01:32:09,990 --> 01:32:10,000
01:32:10,000 --> 01:32:11,590
01:32:11,590 --> 01:32:11,600
01:32:11,600 --> 01:32:13,510
01:32:13,510 --> 01:32:13,520
01:32:13,520 --> 01:32:16,070
01:32:16,070 --> 01:32:16,080
01:32:16,080 --> 01:32:17,189
01:32:17,189 --> 01:32:17,199
01:32:17,199 --> 01:32:19,669
01:32:19,669 --> 01:32:19,679
01:32:19,679 --> 01:32:21,110
01:32:21,110 --> 01:32:21,120
01:32:21,120 --> 01:32:22,629
01:32:22,629 --> 01:32:22,639
01:32:22,639 --> 01:32:24,790
01:32:24,790 --> 01:32:24,800
01:32:24,800 --> 01:32:26,550
01:32:26,550 --> 01:32:26,560
01:32:26,560 --> 01:32:29,199
1 2%. I'm risking five, six, seven% on
1 hour, 30 minute, 15 minute. It depends
1,000. So your $100 could have a buying
10,000 people. They're out shouting. I'm
100K account. Took me about 30 different
100K, two, 300K, and then you keep 70%
1960s, 1950s. And the only way that you
25% in a month
30s. Yeah. You know, the experience and
40, 40 to 100? You need to know where
600,000. But I never ended up entering
70% of what I would invest into, right?
9 million views out of that. Like, you
Africa. It's one of my favorite spots to
Alex G scammer, 50,000 views. Obviously,
All you have to do is just click buy or
Always always pick the model with a
American. You go to Coral Gables, you
And it's just constant [\h__\h] But it but
And it's the same exact thing in
And my dad came to Miami late 80s on a
And one of your key rules is never trade
And then one of my mates goes, "Yeah,
And this is something that's already got
And towards around 2010, my dad opened
And we don't end up being as cool as
And what what other fancy stuff are you
And you can catch his wild lifestyle.
Another cool car. But I kind of like
Are they across all platforms or or it's
As you're aware, in 2017, I set up
Australia who who did really well out of
Because it was just the most logical
Because obviously you live a very big
Because obviously you've been to Dubai.
Because they they go and get all this
Because you could wait a longer period
Bitcoin chart and just swing trade and
Bugatti and I put down $2 million and
Bugattis, never jets, never the
Bugghetti, you got all the distractions
Bull before we're about to just like go
But I was finding the right unit when it
But a lot of people underestimate their
But guys, I hope this one's added a lot
But he doesn't believe he doesn't
But somebody can have half a million
But you're you're saying that the the
C and the Cubans are in all these
CAD and Trump was talking about tariffs
Chase Bank to set up my LLC's, bank
Come back the next day. But you need to
Country. Not sure if you know where that
Cuban girl. I mean, that'd be great. You
Cuban mentality to life, though? Like
Cuban minds is very old school.
Dana White, Steve will do it. How are
Don't call me a scammer because I'm
Don't get me wrong. I want to have five,
Donuts you're making $9 an hour. you
Donuts. I got multiple different jobs
Drifting. He's like, "Bro, I've never
Drop it. I I'll tell you. I'll tell you
Dunkin Donuts. I think I'd only work
English at a bank. It's just all
English, all Spanish. I went I went to
English, bro. They're not going to talk.
English? It depends on what types of
Everybody just hops in. I'm on my own
Everything in Cuba is stuck in the
Everything that I've spoken up to right
Fast forward six months. So, just
For me, it's just strictly market
For me, my approach is this crazy kid
Frankle podcast is Alex Gonzalez. Give
Gulf Stream and Yeah. I mean, the way I
Halia. No English. It's not happening.
He just thinks work money. Doesn't think
How do you do you do you share a pilot
I I don't recommend for people to do it.
I already have it. Like it's already
I am. But if you want to create a
I am. He really has no idea. And I don't
I believe in taking risk. What's the
I build a network before I buy the jet
I can already I can already see though
I can guarantee you billionaires that
I can live the same lifestyle without
I can tell what they want me for and I
I can't be trading the stock market. Let
I despise at an airport. I hate taking
I didn't realize how much of an inner
I didn't really get the best experience
I do agree there is a great I mean if
I does, isn't it? Like he doesn't post
I don't want him to know because I don't
I entered the trade because once you
I go four to eight units, 8 to 16, 16 to
I got everything that I always look I
I had already gotten spiked out for a
I have gotten obviously some hate from
I have to leave to Dubai so I don't have
I have to take a trade. All of these
I haven't really prioritized the big
I just haven't entertained it. We've
I just think I just think that the
I know Jets go into maintenance. I know
I know if I'm going to be in the market
I like doing and I feel comfortable with
I look at the structure and the majority
I lost 800,000 in like a whole month. I
I love just going to the hanger whenever
I make a move. Yeah. I I just I don't
I mentioned on this podcast, you know,
I really travel, the cost around it, can
